id,brand,model,year,fuel,price
2415,BMW,K 75   (1984-1996),1991,2,10059
2415,BMW,K 75 RT   (1986-1994),1991,2,3215
2415,BMW,K 75 S   (1987-1996),1991,2,10768
2415,BMW,K 75 S ABS   (1991-1994),1991,2,6444
2415,BMW,K 750   (1986-1999),1991,2,10208
2415,BMW,R 100 GS   (1988-1993),1991,2,1618
2415,BMW,R 100 GS PARIS DAKAR   (1989-1995),1991,2,5547
2415,BMW,R 100 RS   (1987-1995),1991,2,7608
2415,BMW,R 100 RT   (1978-1996),1991,2,3763
2415,BMW,R 80 GS   (1986-1992),1991,2,10760
2415,BMW,F 650   (1984-1996),1992,2,10988
2415,BMW,K 1   (1989-1994),1992,2,4852
2415,BMW,K 100   (1983-1994),1992,2,7451
2415,BMW,K 100 LT   (1986-1994),1992,2,4875
2415,BMW,K 100 LT ABS   (1990-1992),1992,2,5426
2415,BMW,K 100 LT Limited Edition   (1991-1994),1992,2,5384
2415,BMW,K 100 RS   (1984-1994),1992,2,6285
2415,BMW,K 100 RS ABS   (1988-1993),1992,2,5643
2415,BMW,K 100 RT   (1984-1993),1992,2,7603
2415,BMW,K 75   (1984-1996),1992,2,5403
2415,BMW,K 75 Metropolitan   (1992-1993),1992,2,7336
2415,BMW,K 75 Metropolitan ABS   (1992-1995),1992,2,2390
2415,BMW,K 75 RT   (1986-1994),1992,2,10203
2415,BMW,K 75 RT ABS   (1992-1993),1992,2,8196
2415,BMW,K 75 S   (1987-1996),1992,2,5183
2415,BMW,K 75 S ABS   (1991-1994),1992,2,8496
2415,BMW,K 750   (1986-1999),1992,2,1626
2415,BMW,R 100 GS   (1988-1993),1992,2,8820
2415,BMW,R 100 GS PARIS DAKAR   (1989-1995),1992,2,6365
2415,BMW,R 100 R   (1992-1999),1992,2,9197
2415,BMW,R 100 RS   (1987-1995),1992,2,2237
2415,BMW,R 100 RT   (1978-1996),1992,2,3478
2415,BMW,R 1100 RT   (1992-1996),1992,2,9274
2415,BMW,R 80 GS   (1986-1992),1992,2,5779
2415,BMW,R 80 R   (1992-1996),1992,2,7266
2415,BMW,R 80 RT   (1992),1992,2,7050
2415,BMW,F 650   (1984-1996),1993,2,5457
2415,BMW,F 650 ST   (1993),1993,2,1880
2415,BMW,K 1   (1989-1994),1993,2,7032
2415,BMW,K 100   (1983-1994),1993,2,10151
2415,BMW,K 100 LT   (1986-1994),1993,2,3294
2415,BMW,K 100 LT Limited Edition   (1991-1994),1993,2,8312
2415,BMW,K 100 RS   (1984-1994),1993,2,10152
2415,BMW,K 100 RS ABS   (1988-1993),1993,2,4770
2415,BMW,K 100 RT   (1984-1993),1993,2,3230
2415,BMW,K 1100 RS   (1993-1998),1993,2,7347
2415,BMW,K 75   (1984-1996),1993,2,10625
2415,BMW,K 75 Metropolitan   (1992-1993),1993,2,9892
2415,BMW,K 75 Metropolitan ABS   (1992-1995),1993,2,4079
2415,BMW,K 75 RT   (1986-1994),1993,2,6164
2415,BMW,K 75 RT ABS   (1992-1993),1993,2,3642
2415,BMW,K 75 S   (1987-1996),1993,2,10921
2415,BMW,K 75 S ABS   (1991-1994),1993,2,3052
2415,BMW,K 750   (1986-1999),1993,2,7570
2415,BMW,R 100 GS   (1988-1993),1993,2,4920
2415,BMW,R 100 GS PARIS DAKAR   (1989-1995),1993,2,5662
2415,BMW,R 100 R   (1992-1999),1993,2,6467
2415,BMW,R 100 RS   (1987-1995),1993,2,8460
2415,BMW,R 100 RT   (1978-1996),1993,2,6411
2415,BMW,R 1100 GS   (1993-1996),1993,2,5632
2415,BMW,R 1100 RS   (1993-1995),1993,2,8653
2415,BMW,R 1100 RS   (1993-1996),1993,2,6848
2415,BMW,R 1100 RT   (1992-1996),1993,2,3071
2415,BMW,R 80 R   (1992-1996),1993,2,9024
2415,BMW,F 650   (1984-1996),1994,2,10056
2415,BMW,K 1   (1989-1994),1994,2,2713
2415,BMW,K 100   (1983-1994),1994,2,3321
2415,BMW,K 100 LT   (1986-1994),1994,2,3122
2415,BMW,K 100 LT Limited Edition   (1991-1994),1994,2,9743
2415,BMW,K 100 RS   (1984-1994),1994,2,3203
2415,BMW,K 1100 LT SE   (1994-1996),1994,2,10445
2415,BMW,K 1100 RS   (1993-1998),1994,2,3130
2415,BMW,K 75   (1984-1996),1994,2,8683
2415,BMW,K 75 ABS   (1994-1996),1994,2,2172
2415,BMW,K 75 Metropolitan ABS   (1992-1995),1994,2,1963
2415,BMW,K 75 RT   (1986-1994),1994,2,5992
2415,BMW,K 75 S   (1987-1996),1994,2,9754
2415,BMW,K 75 S ABS   (1991-1994),1994,2,6611
2415,BMW,K 750   (1986-1999),1994,2,1984
2415,BMW,R 100 GS PARIS DAKAR   (1989-1995),1994,2,4078
2415,BMW,R 100 R   (1992-1999),1994,2,9562
2415,BMW,R 100 R Mystic   (1994-1996),1994,2,3404
2415,BMW,R 100 RS   (1987-1995),1994,2,4365
2415,BMW,R 100 RT   (1978-1996),1994,2,2000
2415,BMW,R 1100 GS   (1993-1996),1994,2,4117
2415,BMW,R 1100 RS   (1993-1995),1994,2,10529
2415,BMW,R 1100 RS   (1993-1996),1994,2,10544
2415,BMW,R 1100 RT   (1992-1996),1994,2,2639
2415,BMW,R 1150 RS   (1994),1994,2,1807
2415,BMW,R 80 R   (1992-1996),1994,2,8448
2415,BMW,F 650   (1984-1996),1995,2,6138
2415,BMW,K 1100 LT SE   (1994-1996),1995,2,3249
2415,BMW,K 1100 RS   (1993-1998),1995,2,1741
2415,BMW,K 75   (1984-1996),1995,2,4011
2415,BMW,K 75 ABS   (1994-1996),1995,2,7459
2415,BMW,K 75 LT   (1995),1995,2,8160
2415,BMW,K 75 Metropolitan ABS   (1992-1995),1995,2,8215
2415,BMW,K 75 S   (1987-1996),1995,2,3314
2415,BMW,K 750   (1986-1999),1995,2,4249
2415,BMW,R 100 GS PARIS DAKAR   (1989-1995),1995,2,1825
2415,BMW,R 100 R   (1992-1999),1995,2,10717
2415,BMW,R 100 R Mystic   (1994-1996),1995,2,6650
2415,BMW,R 100 RS   (1987-1995),1995,2,9156
2415,BMW,R 100 RT   (1978-1996),1995,2,2717
2415,BMW,R 1100 GS   (1993-1996),1995,2,8139
2415,BMW,R 1100 RS   (1993-1995),1995,2,10455
2415,BMW,R 1100 RS   (1993-1996),1995,2,8753
2415,BMW,R 1100 RS   (1995-1997),1995,2,4740
2415,BMW,R 1100 RT   (1992-1996),1995,2,8660
2415,BMW,R 80 R   (1992-1996),1995,2,2674
2415,BMW,R 850   (1995),1995,2,7657
2415,BMW,F 650   (1984-1996),1996,2,8853
2415,BMW,F 650 G   (1996),1996,2,9445
2415,BMW,K 1100 LT SE   (1994-1996),1996,2,1977
2415,BMW,K 1100 RS   (1993-1998),1996,2,4054
2415,BMW,K 75   (1984-1996),1996,2,7635
2415,BMW,K 75 ABS   (1994-1996),1996,2,3541
2415,BMW,K 75 S   (1987-1996),1996,2,9159
2415,BMW,K 750   (1986-1999),1996,2,4752
2415,BMW,R 100 GS PARIS DAKAR Classic   (1996-1998),1996,2,6494
2415,BMW,R 100 R   (1992-1999),1996,2,2626
2415,BMW,R 100 R Mystic   (1994-1996),1996,2,7436
2415,BMW,R 100 RT   (1978-1996),1996,2,5270
2415,BMW,R 1100 GS   (1993-1996),1996,2,10940
2415,BMW,R 1100 RS   (1993-1996),1996,2,10816
2415,BMW,R 1100 RS   (1995-1997),1996,2,6625
2415,BMW,R 1100 RT   (1992-1996),1996,2,7441
2415,BMW,R 1100 RT   (1996-2002),1996,2,3839
2415,BMW,R 80 R   (1992-1996),1996,2,1939
2415,BMW,R 850 R   (1996),1996,2,8925
2415,BMW,F 650   (1997-2008),1997,2,6865
2415,BMW,F 650 FL   (1997-2008),1997,2,5288
2415,BMW,F 650 ST   (1997-2001),1997,2,10736
2415,BMW,K 1100 LT   (1997-1999),1997,2,7172
2415,BMW,K 1100 LT High Line   (1997-1999),1997,2,7073
2415,BMW,K 1100 LT Sidecar   (1997-1999),1997,2,7270
2415,BMW,K 1100 RS   (1993-1998),1997,2,5027
2415,BMW,K 750   (1986-1999),1997,2,8443
2415,BMW,R 100 GS PARIS DAKAR Classic   (1996-1998),1997,2,6526
2415,BMW,R 100 R   (1992-1999),1997,2,5203
2415,BMW,R 1100 GS   (1997-1999),1997,2,2748
2415,BMW,R 1100 R   (1997-2008),1997,2,7800
2415,BMW,R 1100 RS   (1995-1997),1997,2,3750
2415,BMW,R 1100 RS   (1997-2008),1997,2,7997
2415,BMW,R 1100 RT   (1996-2002),1997,2,3952
2415,BMW,R 1200 C Independent   (1997-2000),1997,2,4647
2415,BMW,R 1200 RT   (1997-2004),1997,2,10726
2415,BMW,R 1200 S   (1997-2006),1997,2,7600
2415,BMW,R 850 R   (1997-2002),1997,2,9051
2415,BMW,F 650   (1997-2008),1998,2,7677
2415,BMW,F 650 FL   (1997-2008),1998,2,3732
2415,BMW,F 650 ST   (1997-2001),1998,2,2350
2415,BMW,K 1100 LT   (1997-1999),1998,2,7206
2415,BMW,K 1100 LT High Line   (1997-1999),1998,2,7548
2415,BMW,K 1100 LT Sidecar   (1997-1999),1998,2,6075
2415,BMW,K 1100 RS   (1993-1998),1998,2,1881
2415,BMW,K 750   (1986-1999),1998,2,9026
2415,BMW,R 100 GS PARIS DAKAR Classic   (1996-1998),1998,2,4825
2415,BMW,R 100 R   (1992-1999),1998,2,9577
2415,BMW,R 1100 GS   (1997-1999),1998,2,10797
2415,BMW,R 1100 R   (1997-2008),1998,2,1835
2415,BMW,R 1100 RS   (1997-2008),1998,2,7073
2415,BMW,R 1100 RT   (1996-2002),1998,2,8338
2415,BMW,R 1100 S   (1998-2007),1998,2,6371
2415,BMW,R 1200 C Classic   (1998-2004),1998,2,6493
2415,BMW,R 1200 C Independent   (1997-2000),1998,2,3544
2415,BMW,R 1200 LT   (1998-2004),1998,2,8250
2415,BMW,R 1200 RT   (1997-2004),1998,2,10413
2415,BMW,R 1200 S   (1997-2006),1998,2,1575
2415,BMW,R 850 R   (1997-2002),1998,2,1591
2415,BMW,F 650   (1997-2008),1999,2,4028
2415,BMW,F 650 FL   (1997-2008),1999,2,7544
2415,BMW,F 650 ST   (1997-2001),1999,2,10977
2415,BMW,K 1100 LT   (1997-1999),1999,2,7804
2415,BMW,K 1100 LT High Line   (1997-1999),1999,2,2791
2415,BMW,K 1100 LT Sidecar   (1997-1999),1999,2,7666
2415,BMW,K 1200 LT   (1999-2009),1999,2,2499
2415,BMW,K 1200 RS   (1999-2009),1999,2,6561
2415,BMW,K 750   (1986-1999),1999,2,8104
2415,BMW,R 100 R   (1992-1999),1999,2,4448
2415,BMW,R 1100 GS   (1997-1999),1999,2,1515
2415,BMW,R 1100 R   (1997-2008),1999,2,4395
2415,BMW,R 1100 RS   (1997-2008),1999,2,9948
2415,BMW,R 1100 RT   (1996-2002),1999,2,3515
2415,BMW,R 1100 S   (1998-2007),1999,2,8607
2415,BMW,R 1200 C Classic   (1998-2004),1999,2,9375
2415,BMW,R 1200 C Independent   (1997-2000),1999,2,8159
2415,BMW,R 1200 LT   (1998-2004),1999,2,8885
2415,BMW,R 1200 RT   (1997-2004),1999,2,5869
2415,BMW,R 1200 S   (1997-2006),1999,2,5285
2415,BMW,R 850 C Classic   (1999-2001),1999,2,10922
2415,BMW,R 850 GS   (1999-2002),1999,2,3389
2415,BMW,R 850 R   (1997-2002),1999,2,3921
2415,BMW,C1 125   (2000-2003),2000,2,9746
2415,BMW,C1 125 Executive   (2000-2003),2000,2,7965
2415,BMW,C1 125 Family's Friend   (2000-2003),2000,2,9840
2415,BMW,F 650   (1997-2008),2000,2,3413
2415,BMW,F 650 FL   (1997-2008),2000,2,7898
2415,BMW,F 650 ST   (1997-2001),2000,2,9493
2415,BMW,F 650 ST Strada   (2000-2002),2000,2,9251
2415,BMW,K 1200 LT   (1999-2009),2000,2,3706
2415,BMW,K 1200 RS   (1999-2009),2000,2,6105
2415,BMW,R 1100 R   (1997-2008),2000,2,1933
2415,BMW,R 1100 RS   (1997-2008),2000,2,8280
2415,BMW,R 1100 RT   (1996-2002),2000,2,4424
2415,BMW,R 1100 S   (1998-2007),2000,2,4882
2415,BMW,R 1150 GS   (2000-2006),2000,2,3894
2415,BMW,R 1200 C   (2000-2007),2000,2,1984
2415,BMW,R 1200 C Classic   (1998-2004),2000,2,3667
2415,BMW,R 1200 C Independent   (1997-2000),2000,2,7490
2415,BMW,R 1200 C Independent   (2000-2004),2000,2,7873
2415,BMW,R 1200 LT   (1998-2004),2000,2,9314
2415,BMW,R 1200 RT   (1997-2004),2000,2,6509
2415,BMW,R 1200 S   (1997-2006),2000,2,9955
2415,BMW,R 850 C   (2000-2007),2000,2,3284
2415,BMW,R 850 C Classic   (1999-2001),2000,2,4422
2415,BMW,R 850 GS   (1999-2002),2000,2,7091
2415,BMW,R 850 R   (1997-2002),2000,2,2741
2415,BMW,R 850 RT   (2000-2003),2000,2,4474
2415,BMW,C1 125   (2000-2003),2001,2,6855
2415,BMW,C1 125 Executive   (2000-2003),2001,2,2909
2415,BMW,C1 125 Family's Friend   (2000-2003),2001,2,4973
2415,BMW,C1 200 BÃ¡sico   (2001-2003),2001,2,10073
2415,BMW,C1 200 Executive   (2001-2003),2001,2,9363
2415,BMW,C1 200 Family's Friend   (2001-2003),2001,2,6274
2415,BMW,F 650   (1997-2008),2001,2,7528
2415,BMW,F 650 FL   (1997-2008),2001,2,6600
2415,BMW,F 650 ST   (1997-2001),2001,2,7725
2415,BMW,F 650 ST Strada   (2000-2002),2001,2,3071
2415,BMW,K 1200 LT   (1999-2009),2001,2,2595
2415,BMW,K 1200 RS   (1999-2009),2001,2,10224
2415,BMW,R 1100 R   (1997-2008),2001,2,2976
2415,BMW,R 1100 RS   (1997-2008),2001,2,4236
2415,BMW,R 1100 RT   (1996-2002),2001,2,8318
2415,BMW,R 1100 S   (1998-2007),2001,2,7864
2415,BMW,R 1150 GS   (2000-2006),2001,2,8256
2415,BMW,R 1150 R   (2001-2007),2001,2,6454
2415,BMW,R 1150 RT   (2001-2006),2001,2,4218
2415,BMW,R 1200 C   (2000-2007),2001,2,8871
2415,BMW,R 1200 C Classic   (1998-2004),2001,2,10953
2415,BMW,R 1200 C Independent   (2000-2004),2001,2,2227
2415,BMW,R 1200 LT   (1998-2004),2001,2,8808
2415,BMW,R 1200 RT   (1997-2004),2001,2,6975
2415,BMW,R 1200 S   (1997-2006),2001,2,3256
2415,BMW,R 850 C   (2000-2007),2001,2,8273
2415,BMW,R 850 C Classic   (1999-2001),2001,2,5778
2415,BMW,R 850 GS   (1999-2002),2001,2,8813
2415,BMW,R 850 R   (1997-2002),2001,2,2335
2415,BMW,R 850 RT   (2000-2003),2001,2,3278
2415,BMW,C1 125   (2000-2003),2002,2,5139
2415,BMW,C1 125 Executive   (2000-2003),2002,2,7054
2415,BMW,C1 125 Family's Friend   (2000-2003),2002,2,4731
2415,BMW,C1 200 BÃ¡sico   (2001-2003),2002,2,2081
2415,BMW,C1 200 Executive   (2001-2003),2002,2,6047
2415,BMW,C1 200 Family's Friend   (2001-2003),2002,2,10525
2415,BMW,F 650   (1997-2008),2002,2,2850
2415,BMW,F 650 CS Scarver   (2002-2007),2002,2,7620
2415,BMW,F 650 FL   (1997-2008),2002,2,5865
2415,BMW,F 650 ST Strada   (2000-2002),2002,2,8500
2415,BMW,K 1200 LT   (1999-2009),2002,2,8585
2415,BMW,K 1200 RS   (1999-2009),2002,2,6392
2415,BMW,R 1100 R   (1997-2008),2002,2,10692
2415,BMW,R 1100 RS   (1997-2008),2002,2,6354
2415,BMW,R 1100 RT   (1996-2002),2002,2,5609
2415,BMW,R 1100 S   (1998-2007),2002,2,6177
2415,BMW,R 1150 GS   (2000-2006),2002,2,2642
2415,BMW,R 1150 R   (2001-2007),2002,2,7523
2415,BMW,R 1150 RS   (2002-2006),2002,2,4486
2415,BMW,R 1150 RT   (2001-2006),2002,2,10345
2415,BMW,R 1200 C   (2000-2007),2002,2,6120
2415,BMW,R 1200 C Classic   (1998-2004),2002,2,4529
2415,BMW,R 1200 C Independent   (2000-2004),2002,2,5441
2415,BMW,R 1200 CL   (2002-2004),2002,2,8977
2415,BMW,R 1200 LT   (1998-2004),2002,2,9478
2415,BMW,R 1200 RT   (1997-2004),2002,2,6689
2415,BMW,R 1200 S   (1997-2006),2002,2,2389
2415,BMW,R 850 C   (2000-2007),2002,2,5326
2415,BMW,R 850 GS   (1999-2002),2002,2,8981
2415,BMW,R 850 R   (1997-2002),2002,2,8458
2415,BMW,R 850 R   (2002-2009),2002,2,7072
2415,BMW,R 850 RT   (2000-2003),2002,2,5294
2415,BMW,C1 125   (2000-2003),2003,2,10118
2415,BMW,C1 125 Executive   (2000-2003),2003,2,2719
2415,BMW,C1 125 Family's Friend   (2000-2003),2003,2,9654
2415,BMW,C1 200 BÃ¡sico   (2001-2003),2003,2,4828
2415,BMW,C1 200 Executive   (2001-2003),2003,2,10166
2415,BMW,C1 200 Family's Friend   (2001-2003),2003,2,2102
2415,BMW,F 650   (1997-2008),2003,2,9792
2415,BMW,F 650 CS   (2003-2005),2003,2,2097
2415,BMW,F 650 CS Scarver   (2002-2007),2003,2,5704
2415,BMW,F 650 FL   (1997-2008),2003,2,1830
2415,BMW,K 1200 GT   (2003-2009),2003,2,1956
2415,BMW,K 1200 LT   (1999-2009),2003,2,8853
2415,BMW,K 1200 RS   (1999-2009),2003,2,9247
2415,BMW,R 1100 R   (1997-2008),2003,2,10905
2415,BMW,R 1100 RS   (1997-2008),2003,2,1638
2415,BMW,R 1100 S   (1998-2007),2003,2,5418
2415,BMW,R 1150 GS   (2000-2006),2003,2,8314
2415,BMW,R 1150 R   (2001-2007),2003,2,10665
2415,BMW,R 1150 RS   (2002-2006),2003,2,8597
2415,BMW,R 1150 RT   (2001-2006),2003,2,4124
2415,BMW,R 1200 C   (2000-2007),2003,2,8439
2415,BMW,R 1200 C Classic   (1998-2004),2003,2,10916
2415,BMW,R 1200 C Independent   (2000-2004),2003,2,9003
2415,BMW,R 1200 CL   (2002-2004),2003,2,2620
2415,BMW,R 1200 LT   (1998-2004),2003,2,5780
2415,BMW,R 1200 RT   (1997-2004),2003,2,3254
2415,BMW,R 1200 S   (1997-2006),2003,2,3573
2415,BMW,R 850 C   (2000-2007),2003,2,3468
2415,BMW,R 850 R   (2002-2009),2003,2,1511
2415,BMW,R 850 RT   (2000-2003),2003,2,5272
2415,BMW,F 650   (1997-2008),2004,2,5482
2415,BMW,F 650 CS   (2003-2005),2004,2,7162
2415,BMW,F 650 CS Scarver   (2002-2007),2004,2,2345
2415,BMW,F 650 FL   (1997-2008),2004,2,5012
2415,BMW,F 650 GS   (2004-2007),2004,2,10627
2415,BMW,F 650 GS Dakar   (2004-2009),2004,2,6822
2415,BMW,K 1200 GT   (2003-2009),2004,2,6454
2415,BMW,K 1200 LT   (1999-2009),2004,2,10708
2415,BMW,K 1200 RS   (1999-2009),2004,2,3081
2415,BMW,R 1100 R   (1997-2008),2004,2,3445
2415,BMW,R 1100 RS   (1997-2008),2004,2,9250
2415,BMW,R 1100 S   (1998-2007),2004,2,8082
2415,BMW,R 1150 Boxer Cup   (2004-2005),2004,2,5207
2415,BMW,R 1150 GS   (2000-2006),2004,2,1977
2415,BMW,R 1150 GS Adventure   (2004-2006),2004,2,3721
2415,BMW,R 1150 R   (2001-2007),2004,2,1648
2415,BMW,R 1150 R Rockster   (2004-2008),2004,2,10780
2415,BMW,R 1150 RS   (2002-2006),2004,2,4010
2415,BMW,R 1150 RT   (2001-2006),2004,2,3215
2415,BMW,R 1200 C   (2000-2007),2004,2,5679
2415,BMW,R 1200 C Classic   (1998-2004),2004,2,1629
2415,BMW,R 1200 C Independent   (2000-2004),2004,2,2862
2415,BMW,R 1200 C Montauk   (2004-2008),2004,2,5007
2415,BMW,R 1200 CL   (2002-2004),2004,2,10262
2415,BMW,R 1200 GS   (2004-2007),2004,2,10768
2415,BMW,R 1200 LT   (1998-2004),2004,2,8450
2415,BMW,R 1200 RT   (1997-2004),2004,2,9039
2415,BMW,R 1200 S   (1997-2006),2004,2,2268
2415,BMW,R 850 C   (2000-2007),2004,2,5388
2415,BMW,R 850 R   (2002-2009),2004,2,7933
2415,BMW,F 650   (1997-2008),2005,2,3749
2415,BMW,F 650 CS   (2003-2005),2005,2,7605
2415,BMW,F 650 CS Scarver   (2002-2007),2005,2,8949
2415,BMW,F 650 FL   (1997-2008),2005,2,9678
2415,BMW,F 650 GS   (2004-2007),2005,2,6107
2415,BMW,F 650 GS Dakar   (2004-2009),2005,2,7604
2415,BMW,K 1200 GT   (2003-2009),2005,2,5399
2415,BMW,K 1200 LT   (1999-2009),2005,2,2523
2415,BMW,K 1200 R   (2005-2009),2005,2,5361
2415,BMW,K 1200 RS   (1999-2009),2005,2,2635
2415,BMW,K 1200 S   (2005-2009),2005,2,10142
2415,BMW,R 1100 R   (1997-2008),2005,2,8376
2415,BMW,R 1100 RS   (1997-2008),2005,2,8102
2415,BMW,R 1100 S   (1998-2007),2005,2,5656
2415,BMW,R 1150 Boxer Cup   (2004-2005),2005,2,7575
2415,BMW,R 1150 GS   (2000-2006),2005,2,4836
2415,BMW,R 1150 GS Adventure   (2004-2006),2005,2,2214
